Local,Preço,Área,Quartos,Banheiros,Vagas,Link
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.200/mêsCond. R$ 1.154 • IPTU R$ 345,Tamanho do imóvel 110 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-recreio-dos-bandeirantes-rio-de-janeiro-110m2-id-2810922824/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 14.000/mêsCond. R$ 3.000 • IPTU R$ 755,Tamanho do imóvel 149 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-academia-copacabana-rio-de-janeiro-149m2-id-2827394236/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 25.000/mêsCond. R$ 4.300 • IPTU R$ 1.100,Tamanho do imóvel 235 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-235m2-id-2792838362/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 30.000/mêsCond. R$ 6.904 • IPTU R$ 48.450,Tamanho do imóvel 360 m²,Quantidade de quartos 3-4,Quantidade de banheiros 2-7,Quantidade de vagas de garagem 1-3,
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 7.000/mêsCond. R$ 1.469 • IPTU R$ 5.143,Tamanho do imóvel 123 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-janelas-de-aluminio-copacabana-rio-de-janeiro-123m2-id-2797607930/?source=ranking%2Crp
"Apartamento para alugar em Cascadura, Rio de Janeiro",R$ 1.400/mês,Tamanho do imóvel 60 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-cascadura-zona-norte-rio-de-janeiro-rj-60m2-id-2764984576/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.800/mêsCond. R$ 1.750 • IPTU R$ 440Preço abaixo do mercado,Tamanho do imóvel 78 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-78m2-id-2764985447/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 9.000/mêsCond. R$ 3.700 • IPTU R$ 690Preço abaixo do mercado,Tamanho do imóvel 135 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-hall-de-entrada-leblon-zona-sul-rio-de-janeiro-rj-135m2-id-2819835920/?source=ranking%2Crp
"Apartamento para alugar em Vargem Pequena, Rio de Janeiro",R$ 2.500/mês,Tamanho do imóvel 55 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-vargem-pequena-rio-de-janeiro-55m2-id-2787505142/?source=ranking%2Crp
"Apartamento para alugar em Freguesia (Jacarepaguá), Rio de Janeiro",R$ 2.700/mêsCond. R$ 1.350 • IPTU R$ 150,Tamanho do imóvel 100 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-freguesia-jacarepagua-rio-de-janeiro-100m2-id-2821673778/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.400 • IPTU R$ 230,Tamanho do imóvel 75 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-75m2-id-2825561152/?source=ranking%2Crp
"Apartamento para alugar em Tanque, Rio de Janeiro",R$ 900/mêsCond. R$ 345,Tamanho do imóvel 40 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-tanque-rio-de-janeiro-40m2-id-2717256990/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 6.000/mêsCond. R$ 1.500 • IPTU R$ 368,Tamanho do imóvel 94 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-94m2-id-2818675924/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 3.300/mêsCond. R$ 1.150 • IPTU R$ 140,Tamanho do imóvel 81 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 3.800/mêsCond. R$ 1.497 • IPTU R$ 554,Tamanho do imóvel 77 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-barra-da-tijuca-rio-de-janeiro-77m2-id-2825517929/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 5.400/mêsCond. R$ 1.700 • IPTU R$ 371Preço abaixo do mercado,Tamanho do imóvel 97 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-97m2-id-2782564675/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.500/mêsCond. R$ 1.615 • IPTU R$ 350Preço abaixo do mercado,Tamanho do imóvel 98 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-olimpica-rio-de-janeiro-98m2-id-2825729031/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 4.000/mêsCond. R$ 1.850 • IPTU R$ 300,Tamanho do imóvel 96 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-olimpica-rio-de-janeiro-96m2-id-2817025847/?source=ranking%2Crp
"Apartamento para alugar em Campo Grande, Rio de Janeiro",R$ 800/mêsCond. R$ 1.100,Tamanho do imóvel 64 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-elevador-campo-grande-rio-de-janeiro-64m2-id-2704013018/?source=ranking%2Crp
"Apartamento para alugar em Madureira, Rio de Janeiro",R$ 1.200/mêsCond. R$ 320 • IPTU R$ 564,Tamanho do imóvel 77 m²,Quantidade de quartos 3,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-madureira-rio-de-janeiro-77m2-id-2697015928/?source=ranking%2Crp
"Apartamento para alugar em Cascadura, Rio de Janeiro",R$ 900/mêsCond. R$ 150,Tamanho do imóvel 37 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-cascadura-rio-de-janeiro-37m2-id-2792274730/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 8.500/mêsCond. R$ 2.000 • IPTU R$ 7.000,Tamanho do imóvel 180 m²,Quantidade de quartos 3,Quantidade de banheiros 5,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-barra-da-tijuca-rio-de-janeiro-180m2-id-2809079000/?source=ranking%2Crp
"Apartamento para alugar em Tanque, Rio de Janeiro",R$ 800/mêsCond. R$ 70 • IPTU R$ 27,Tamanho do imóvel 45 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-tanque-rio-de-janeiro-45m2-id-2375215478/?source=ranking%2Crp
"Cobertura para alugar em Vila Isabel, Rio de Janeiro",R$ 3.500/mêsCond. R$ 915 • IPTU R$ 187Preço abaixo do mercado,Tamanho do imóvel 185 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-churrasqueira-vila-isabel-rio-de-janeiro-185m2-id-2820302615/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 2.500/mêsCond. R$ 704 • IPTU R$ 99,Tamanho do imóvel 32 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-copacabana-rio-de-janeiro-32m2-id-2826725916/?source=ranking%2Crp
"Apartamento para alugar em Realengo, Rio de Janeiro",R$ 850.000/mêsCond. R$ 350,Tamanho do imóvel 50 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-realengo-rio-de-janeiro-50m2-id-2801447451/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 6.000/mêsCond. R$ 1.660 • IPTU R$ 3.200,Tamanho do imóvel 100 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-academia-barra-da-tijuca-rio-de-janeiro-100m2-id-2823131176/?source=ranking%2Crp
"Apartamento para alugar em Pechincha, Rio de Janeiro",R$ 2.000/mêsCond. R$ 927 • IPTU R$ 75,Tamanho do imóvel 60 m²,Quantidade de quartos 2,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-pechincha-rio-de-janeiro-60m2-id-2826890332/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 14.000/mêsCond. R$ 3.700 • IPTU R$ 970,Tamanho do imóvel 178 m²,Quantidade de quartos 4,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-churrasqueira-barra-da-tijuca-rio-de-janeiro-178m2-id-2825617786/?source=ranking%2Crp
"Apartamento para alugar em Tomás Coelho, Rio de Janeiro",R$ 650/mêsCond. R$ 549 • IPTU R$ 10Preço abaixo do mercado,Tamanho do imóvel 59 m²,Quantidade de quartos 2,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-tomas-coelho-rio-de-janeiro-59m2-id-2811904823/?source=ranking%2Crp
"Apartamento para alugar em Lagoa, Rio de Janeiro",R$ 8.000/mêsCond. R$ 1.200 • IPTU R$ 427,Tamanho do imóvel 110 m²,Quantidade de quartos 3,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-ar-condicionado-lagoa-rio-de-janeiro-110m2-id-2824943925/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 17.000/mêsCond. R$ 3.210 • IPTU R$ 1.299Preço abaixo do mercado,Tamanho do imóvel 350 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 4,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-leblon-rio-de-janeiro-350m2-id-2809331960/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 19.000/mêsCond. R$ 1.430 • IPTU R$ 363,Tamanho do imóvel 84 m²,Quantidade de quartos 2,Quantidade de banheiros 2,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-ipanema-rio-de-janeiro-84m2-id-2824424815/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.300/mêsCond. R$ 1.700 • IPTU R$ 300,Tamanho do imóvel 99 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.100/mêsCond. R$ 1.350 • IPTU R$ 405Preço abaixo do mercado,Tamanho do imóvel 114 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-salao-de-festas-recreio-dos-bandeirantes-rio-de-janeiro-114m2-id-2816699462/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.380 • IPTU R$ 425,Tamanho do imóvel 54 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-54m2-id-2827305719/?source=ranking%2Crp
"Apartamento para alugar em Jardim Botânico, Rio de Janeiro",R$ 6.400/mêsCond. R$ 1.650 • IPTU R$ 419,Tamanho do imóvel 120 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-jardim-botanico-zona-sul-rio-de-janeiro-rj-120m2-id-2787578416/?source=ranking%2Crp
"Apartamento para alugar em Leblon, Rio de Janeiro",R$ 14.900/mêsCond. R$ 3.516 • IPTU R$ 977,Tamanho do imóvel 160 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-leblon-zona-sul-rio-de-janeiro-rj-160m2-id-2822741225/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 5.300/mêsCond. R$ 1.700 • IPTU R$ 300,Tamanho do imóvel 99 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.100/mêsCond. R$ 1.350 • IPTU R$ 405Preço abaixo do mercado,Tamanho do imóvel 114 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-salao-de-festas-recreio-dos-bandeirantes-rio-de-janeiro-114m2-id-2816699462/?source=ranking%2Crp
"Cobertura para alugar em Barra da Tijuca, Rio de Janeiro",R$ 14.750/mêsCond. R$ 1.750 • IPTU R$ 750,Tamanho do imóvel 190 m²,Quantidade de quartos 3,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-mobiliado-barra-da-tijuca-rio-de-janeiro-190m2-id-2788297924/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.300/mêsCond. R$ 1.982 • IPTU R$ 580Preço abaixo do mercado,Tamanho do imóvel 200 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-200m2-id-2791625804/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 3.300/mêsCond. R$ 1.107 • IPTU R$ 3.212,Tamanho do imóvel 114 m²,Quantidade de quartos 3,Quantidade de banheiros 3,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-armario-de-cozinha-recreio-dos-bandeirantes-rio-de-janeiro-114m2-id-2821977237/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 24.500/mêsCond. R$ 6.800 • IPTU R$ 2.671Preço abaixo do mercado,Tamanho do imóvel 290 m²,Quantidade de quartos 4,Quantidade de banheiros 5,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-290m2-id-2820475617/?source=ranking%2Crp
"Apartamento para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 4.990/mêsCond. R$ 866 • IPTU R$ 3.600,Tamanho do imóvel 104 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,
"Apartamento para alugar em Praça Seca, Rio de Janeiro",R$ 1.890/mêsCond. R$ 1.390 • IPTU R$ 2.040,Tamanho do imóvel 138 m²,Quantidade de quartos 3,Quantidade de banheiros 3,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-armario-embutido-praca-seca-rio-de-janeiro-138m2-id-2794190220/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 15.000/mêsCond. R$ 3.500 • IPTU R$ 1.300,Tamanho do imóvel 160 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 3,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-160m2-id-2786425478/?source=ranking%2Crp
"Apartamento para alugar em Brás de Pina, Rio de Janeiro",R$ 750/mês,Tamanho do imóvel 30 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-bras-de-pina-rio-de-janeiro-30m2-id-2726356044/?source=ranking%2Crp
"Apartamento para alugar em Copacabana, Rio de Janeiro",R$ 12.000/mêsCond. R$ 1.900 • IPTU R$ 670,Tamanho do imóvel 159 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-churrasqueira-copacabana-rio-de-janeiro-159m2-id-2827393379/?source=ranking%2Crp
"Apartamento para alugar em Todos os Santos, Rio de Janeiro",R$ 3.200/mêsCond. R$ 900 • IPTU R$ 140,Tamanho do imóvel 70 m²,Quantidade de quartos 3,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-todos-os-santos-rio-de-janeiro-70m2-id-2820492919/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 3.200/mêsCond. R$ 1.562 • IPTU R$ 2.201,Tamanho do imóvel 77 m²,Quantidade de quartos 2,Quantidade de banheiros 12,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-semiolimpica-barra-olimpica-rio-de-janeiro-77m2-id-2813448441/?source=ranking%2Crp
"Apartamento para alugar em Ipanema, Rio de Janeiro",R$ 8.990/mêsCond. R$ 3.066 • IPTU R$ 1.074,Tamanho do imóvel 127 m²,Quantidade de quartos 2,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-elevador-ipanema-rio-de-janeiro-127m2-id-2824166937/?source=ranking%2Crp
"Apartamento para alugar em Flamengo, Rio de Janeiro",R$ 6.500/mêsCond. R$ 1.759 • IPTU R$ 404,Tamanho do imóvel 116 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-acesso-24-horas-flamengo-rio-de-janeiro-116m2-id-2825077739/?source=ranking%2Crp
"Kitnet/Conjugado para alugar em Méier, Rio de Janeiro",R$ 800/mês,Tamanho do imóvel 30 m²,Quantidade de quartos 1,Quantidade de banheiros 1,NA,https://www.zapimoveis.com.br/imovel/aluguel-quitinete-1-quarto-com-elevador-meier-rio-de-janeiro-30m2-id-2826022814/?source=ranking%2Crp
"Apartamento para alugar em Vargem Pequena, Rio de Janeiro",R$ 1.990/mêsCond. R$ 520,Tamanho do imóvel 48 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-semiolimpica-vargem-pequena-rio-de-janeiro-48m2-id-2801188328/?source=ranking%2Crp
"Cobertura para alugar em Recreio dos Bandeirantes, Rio de Janeiro",R$ 7.700/mês,Tamanho do imóvel 170 m²,Quantidade de quartos 4,Quantidade de banheiros 4,Quantidade de vagas de garagem 2,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-4-quartos-com-piscina-recreio-dos-bandeirantes-rio-de-janeiro-170m2-id-2812678426/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 7.800/mêsCond. R$ 2.680 • IPTU R$ 428Preço abaixo do mercado,Tamanho do imóvel 112 m²,Quantidade de quartos 2,Quantidade de banheiros 3,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-barra-da-tijuca-rio-de-janeiro-112m2-id-2825730540/?source=ranking%2Crp
"Apartamento para alugar em Barra Olímpica, Rio de Janeiro",R$ 6.000/mêsCond. R$ 2.000 • IPTU R$ 260,Tamanho do imóvel 92 m²,Quantidade de quartos 3,Quantidade de banheiros 2,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-barra-olimpica-rio-de-janeiro-92m2-id-2826860526/?source=ranking%2Crp
"Apartamento para alugar em Barra da Tijuca, Rio de Janeiro",R$ 4.500/mêsCond. R$ 1.300 • IPTU R$ 260Preço abaixo do mercado,Tamanho do imóvel 77 m²,Quantidade de quartos 1,Quantidade de banheiros 1,Quantidade de vagas de garagem 1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-barra-da-tijuca-rio-de-janeiro-77m2-id-2821588847/?source=ranking%2Crp
